Election_Id,Election_State,ONS_Constituency_Id,ONS_Region_Id,Constituency_Name,Region_Name,Country_Name,Constituency_Type,Declaration_Time,Winning_Candidate_Given_Name,Winning_Candidate_Family_Name,Winning_Candidate_Gender_Name,Short_Result_Summary,Long_Result_Summary,First_Placed_Party,Second_Placed_Party,Electorate,Valid_Votes,Invalid_Votes,Majority
3410,Full results,E14001188,E12000007,Croydon West,London,England,Borough,,Sarah,Jones,Female,Lab hold,Labour hold,Labour,Conservative,77891,38122,172,14226
3411,Full results,S14000072,S92000003,Cumbernauld and Kirkintilloch,,Scotland,County,,Katrina,Murray,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,70350,40976,170,4144
3412,Full results,E14001189,E12000007,Dagenham and Rainham,London,England,Borough,,Margaret,Mullane,Female,Lab hold,Labour hold,Labour,Reform UK,76475,38867,118,7173
3413,Full results,E14001190,E12000001,Darlington,North East,England,County,,Lola,McEvoy,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,70672,42378,121,2298
3414,Full results,E14001191,E12000008,Dartford,South East,England,County,,Jim,Dickson,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,75426,44488,272,1192
3415,Full results,E14001192,E12000004,Daventry,East Midlands,England,County,,Stuart,Andrew,Male,Con hold,Conservative hold,Conservative,Labour,80879,53082,216,3012
3416,Full results,E14001193,E12000004,Derby North,East Midlands,England,Borough,,Catherine,Atkinson,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,71879,40919,187,8915
3417,Full results,E14001194,E12000004,Derby South,East Midlands,England,Borough,,Baggy,Shanker,Male,Lab hold,Labour hold,Labour,Reform UK,72944,37399,145,6002
3418,Full results,E14001195,E12000004,Derbyshire Dales,East Midlands,England,County,,John,Whitby,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,73324,51272,173,350
3419,Full results,E14001196,E12000003,Dewsbury and Batley,Yorkshire and The Humber,England,Borough,,Iqbal,Mohamed,Male,IND gain from Lab,Independent gain from Labour,,Labour,71685,38070,131,6934
3420,Full results,E14001197,E12000008,Didcot and Wantage,South East,England,County,,Olly,Glover,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,80689,54733,215,6233
3421,Full results,E14001198,E12000003,Doncaster Central,Yorkshire and The Humber,England,County,,Sally,Jameson,Female,Lab hold,Labour hold,Labour,Conservative,74678,37944,113,9551
3422,Full results,E14001199,E12000003,Doncaster East and the Isle of Axholme,Yorkshire and The Humber,England,County,,Lee,Pitcher,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,70154,39132,134,2311
3423,Full results,E14001200,E12000003,Doncaster North,Yorkshire and The Humber,England,County,,Ed,Miliband,Male,Lab hold,Labour hold,Labour,Conservative,69759,31002,475,9126
3424,Full results,E14001201,E12000008,Dorking and Horley,South East,England,County,,Chris,Coghlan,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,71645,49965,168,5391
3425,Full results,E14001202,E12000008,Dover and Deal,South East,England,County,,Mike,Tapp,Male,Lab gain from Con,Labour gain from Conservative,Labour,Reform UK,76406,47775,185,7585
3426,Full results,E14001203,E12000005,Droitwich and Evesham,West Midlands,England,County,,Nigel,Huddleston,Male,Con hold,Conservative hold,Conservative,Labour,76624,49609,177,8995
3427,Full results,E14001204,E12000005,Dudley,West Midlands,England,Borough,,Sonia,Kumar,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,70151,35796,110,1900
3428,Full results,E14001205,E12000007,Dulwich and West Norwood,London,England,Borough,,Helen,Hayes,Female,Lab hold,Labour hold,Labour,Green Party,74259,45378,227,18789
3429,Full results,S14000073,S92000003,Dumfries and Galloway,,Scotland,County,,John,Cooper,Male,Con hold,Conservative hold,Conservative,Scottish National Party,78541,45775,162,930
3430,Full results,S14000074,S92000003,"Dumfriesshire, Clydesdale and Tweeddale",,Scotland,County,,David,Mundell,Male,Con hold,Conservative hold,Conservative,Scottish National Party,71900,44214,133,4242
3431,Full results,S14000075,S92000003,Dundee Central,,Scotland,Burgh,,Chris,Law,Male,SNP hold,Scottish National Party hold,Scottish National Party,Labour,74221,38848,153,675
3432,Full results,S14000076,S92000003,Dunfermline and Dollar,,Scotland,County,,Graeme,Downie,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,72824,44537,140,8241
3433,Full results,E14001206,E12000006,Dunstable and Leighton Buzzard,East of England,England,County,,Alex,Mayer,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,76742,46045,171,667
3434,Full results,W07000096,W92000004,Dwyfor Meirionnydd,,Wales,County,,Liz,Saville Roberts,Female,PC hold,Plaid Cymru hold,Plaid Cymru,Labour,73040,40395,215,15876
3435,Full results,E14001207,E12000007,Ealing Central and Acton,London,England,Borough,,Rupa,Huq,Female,Lab hold,Labour hold,Labour,Conservative,78436,47769,254,13995
3436,Full results,E14001208,E12000007,Ealing North,London,England,Borough,,James,Murray,Male,Lab hold,Labour hold,Labour,Conservative,74820,43232,198,12519
3437,Full results,E14001209,E12000007,Ealing Southall,London,England,Borough,,Deirdre,Costigan,Female,Lab hold,Labour hold,Labour,Conservative,78669,46816,214,15793
3438,Full results,E14001210,E12000008,Earley and Woodley,South East,England,Borough,,Yuan,Yang,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,73548,45914,572,848
3439,Full results,E14001211,E12000001,Easington,North East,England,County,,Grahame,Morris,Male,Lab hold,Labour hold,Labour,Reform UK,69395,34324,72,6542
3440,Full results,N05000005,N92000002,East Antrim,,Northern Ireland,County,,Sammy,Wilson,Male,DUP hold,Democratic Unionist Party hold,Democratic Unionist Party,Alliance,73302,39675,142,1306
3441,Full results,E14001212,E12000008,East Grinstead and Uckfield,South East,England,County,,Mims,Davies,Female,Con hold,Conservative hold,Conservative,Liberal Democrat,75385,50393,471,8480
3442,Full results,E14001213,E12000007,East Ham,London,England,Borough,,Stephen,Timms,Male,Lab hold,Labour hold,Labour,,79219,37892,173,12863
3443,Full results,E14001214,E12000008,East Hampshire,South East,England,County,,Damian,Hinds,Male,Con hold,Conservative hold,Conservative,Liberal Democrat,70659,50006,157,1275
3444,Full results,S14000077,S92000003,East Kilbride and Strathaven,,Scotland,County,,Joani,Reid,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,76414,46707,131,9057
3445,Full results,N05000006,N92000002,East Londonderry,,Northern Ireland,County,,Gregory,Campbell,Male,DUP hold,Democratic Unionist Party hold,Democratic Unionist Party,Sinn Féin,75707,41277,158,179
3446,Full results,S14000021,S92000003,East Renfrewshire,,Scotland,County,,Blair,McDougall,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,74626,50227,141,8421
3447,Full results,E14001215,E12000008,East Surrey,South East,England,County,,Claire,Coutinho,Female,Con hold,Conservative hold,Conservative,Labour,73307,49196,208,7450
3448,Full results,E14001216,E12000008,East Thanet,South East,England,Borough,,Polly,Billington,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74927,42713,167,6971
3449,Full results,E14001217,E12000009,East Wiltshire,South West,England,County,,Danny,Kruger,Male,Con hold,Conservative hold,Conservative,Labour,74139,47193,167,4716
3450,Full results,E14001218,E12000008,East Worthing and Shoreham,South East,England,County,,Tom,Rutland,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74738,49078,181,9519
3451,Full results,E14001219,E12000008,Eastbourne,South East,England,Borough,,Josh,Babarinde,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,72590,45605,159,12204
3452,Full results,E14001220,E12000008,Eastleigh,South East,England,Borough,,Liz,Jarvis,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,69965,46420,130,1546
3453,Full results,S14000078,S92000003,Edinburgh East and Musselburgh,,Scotland,Burgh,,Chris,Murray,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,76188,45575,206,3715
3454,Full results,S14000079,S92000003,Edinburgh North and Leith,,Scotland,Burgh,,Tracy,Gilbert,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,78411,49475,173,7268
3455,Full results,S14000080,S92000003,Edinburgh South,,Scotland,Burgh,,Ian,Murray,Male,Lab hold,Labour hold,Labour,Scottish National Party,70838,46826,125,17251
3456,Full results,S14000081,S92000003,Edinburgh South West,,Scotland,Burgh,,Scott,Arthur,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,73784,45664,147,6217
3457,Full results,S14000082,S92000003,Edinburgh West,,Scotland,Burgh,,Christine,Jardine,Female,LD hold,Liberal Democrat hold,Liberal Democrat,Scottish National Party,76490,52471,137,16470
3458,Full results,E14001221,E12000007,Edmonton and Winchmore Hill,London,England,Borough,,Kate,Osamor,Female,Lab hold,Labour hold,Labour,Conservative,75792,41045,204,12632
3459,Full results,E14001222,E12000002,Ellesmere Port and Bromborough,North West,England,Borough,,Justin,Madders,Male,Lab hold,Labour hold,Labour,Reform UK,70799,41964,153,16908
3460,Full results,E14001223,E12000007,Eltham and Chislehurst,London,England,Borough,,Clive,Efford,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,73979,45566,192,8429
3461,Full results,E14001224,E12000006,Ely and East Cambridgeshire,East of England,England,County,,Charlotte,Cane,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,79112,52369,155,495
3462,Full results,E14001225,E12000007,Enfield North,London,England,Borough,,Feryal,Clark,Female,Lab hold,Labour hold,Labour,Conservative,78770,43492,159,12736
3463,Full results,E14001226,E12000006,Epping Forest,East of England,England,County,,Neil,Hudson,Male,Con hold,Conservative hold,Conservative,Labour,72229,41753,793,5682
3464,Full results,E14001227,E12000008,Epsom and Ewell,South East,England,Borough,,Helen,Maguire,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,76513,54525,172,3686
3465,Full results,E14001228,E12000004,Erewash,East Midlands,England,County,,Adam,Thompson,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,71501,43006,175,5859
3466,Full results,E14001229,E12000007,Erith and Thamesmead,London,England,Borough,,Abena,Oppong-Asare,Female,Lab hold,Labour hold,Labour,Reform UK,78740,40379,157,16302
3467,Full results,E14001230,E12000008,Esher and Walton,South East,England,Borough,,Monica,Harding,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,74042,53880,157,12003
3468,Full results,E14001231,E12000009,Exeter,South West,England,Borough,,Steve,Race,Male,Lab hold,Labour hold,Labour,Conservative,67840,40195,180,11937
3469,Full results,E14001232,E12000009,Exmouth and Exeter East,South West,England,County,,David,Reed,Male,Con hold,Conservative hold,Conservative,Labour,79983,51316,151,121
3470,Full results,S14000083,S92000003,Falkirk,,Scotland,County,,Euan,Stainbank,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,73584,42625,131,4996
3471,Full results,E14001233,E12000008,Fareham and Waterlooville,South East,England,County,,Suella,Braverman,Female,Con hold,Conservative hold,Conservative,Labour,76947,50123,168,6079
3472,Full results,E14001234,E12000008,Farnham and Bordon,South East,England,County,,Greg,Stafford,Male,Con hold,Conservative hold,Conservative,Liberal Democrat,75920,53015,197,1349
3473,Full results,E14001235,E12000008,Faversham and Mid Kent,South East,England,County,,Helen,Whately,Female,Con hold,Conservative hold,Conservative,Labour,74301,46594,172,1469
3474,Full results,E14001236,E12000007,Feltham and Heston,London,England,Borough,,Seema,Malhotra,Female,Lab hold,Labour hold,Labour,Conservative,76982,38887,165,7944
3475,Full results,N05000007,N92000002,Fermanagh and South Tyrone,,Northern Ireland,County,,Pat,Cullen,Female,SF hold,Sinn Féin hold,Sinn Féin,Ulster Unionist Party,77828,51076,260,4571
3476,Full results,E14001237,E12000009,Filton and Bradley Stoke,South West,England,Borough,,Claire,Hazelgrove,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,77582,50367,152,10000
3477,Full results,E14001238,E12000007,Finchley and Golders Green,London,England,Borough,,Sarah,Sackman,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,77500,49289,202,4581
3478,Full results,E14001239,E12000008,Folkestone and Hythe,South East,England,County,,Tony,Vaughan,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,70056,43246,146,3729
3479,Full results,E14001240,E12000009,Forest of Dean,South West,England,County,,Matt,Bishop,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,72857,48091,233,278
3480,Full results,N05000008,N92000002,Foyle,,Northern Ireland,County,,Colum,Eastwood,Male,SDLP hold,Social Democratic & Labour Party hold,Social Democratic & Labour Party,Sinn Féin,73496,38358,310,4166
3481,Full results,E14001241,E12000009,Frome and East Somerset,South West,England,County,,Anna,Sabine,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,71593,46716,143,5415
3482,Full results,E14001242,E12000002,Fylde,North West,England,County,,Andrew,Snowden,Male,Con hold,Conservative hold,Conservative,Labour,77100,47960,145,561
3483,Full results,E14001243,E12000004,Gainsborough,East Midlands,England,County,,Edward,Leigh,Male,Con hold,Conservative hold,Conservative,Labour,75836,46685,177,3532
3484,Full results,E14001244,E12000001,Gateshead Central and Whickham,North East,England,Borough,,Mark,Ferguson,Male,Lab hold,Labour hold,Labour,Reform UK,69827,40217,140,9644
3485,Full results,E14001245,E12000004,Gedling,East Midlands,England,County,,Michael,Payne,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,77006,48722,176,11881
3486,Full results,E14001246,E12000008,Gillingham and Rainham,South East,England,Borough,,Naushabah,Khan,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,73523,41140,138,3972
3487,Full results,S14000084,S92000003,Glasgow East,,Scotland,Burgh,,John,Grady,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,68987,35445,143,3784
3488,Full results,S14000085,S92000003,Glasgow North,,Scotland,Burgh,,Martin,Rhodes,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,67579,34739,166,3539
3489,Full results,S14000086,S92000003,Glasgow North East,,Scotland,Burgh,,Maureen,Burke,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,72610,34091,81,4637
3490,Full results,S14000087,S92000003,Glasgow South,,Scotland,Burgh,,Gordon,McKee,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,70219,42378,144,4154
3491,Full results,S14000088,S92000003,Glasgow South West,,Scotland,Burgh,,Zubir,Ahmed,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,68871,35669,51,3285
3492,Full results,S14000089,S92000003,Glasgow West,,Scotland,Burgh,,Patricia,Ferguson,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,69028,39902,186,6446
3493,Full results,E14001247,E12000009,Glastonbury and Somerton,South West,England,County,,Sarah,Dyke,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,73268,47642,203,6611
3494,Full results,S14000090,S92000003,Glenrothes and Mid Fife,,Scotland,County,,Richard,Baker,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,70655,36139,124,2954
3495,Full results,E14001248,E12000009,Gloucester,South West,England,Borough,,Alex,McIntyre,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,79475,45692,144,3431
3496,Full results,E14001249,E12000008,Godalming and Ash,South East,England,County,,Jeremy,Hunt,Male,Con hold,Conservative hold,Conservative,Liberal Democrat,75816,54696,138,891
3497,Full results,E14001250,E12000003,Goole and Pocklington,Yorkshire and The Humber,England,County,,David,Davis,Male,Con hold,Conservative hold,Conservative,Labour,79925,49742,165,3572
3498,Full results,S14000091,S92000003,Gordon and Buchan,,Scotland,County,,Harriet,Cross,Female,Con hold,Conservative hold,Conservative,Scottish National Party,69605,43848,166,878
3499,Full results,E14001251,E12000002,Gorton and Denton,North West,England,Borough,,Andrew,Gwynne,Male,Lab hold,Labour hold,Labour,Reform UK,76524,36560,175,13413
3500,Full results,E14001252,E12000008,Gosport,South East,England,Borough,,Caroline,Dinenage,Female,Con hold,Conservative hold,Conservative,Labour,73261,44277,134,6054
3501,Full results,W07000097,W92000004,Gower,,Wales,County,,Tonia,Antoniazzi,Female,Lab hold,Labour hold,Labour,Conservative,76123,47229,160,11567
3502,Full results,E14001253,E12000004,Grantham and Bourne,East Midlands,England,County,,Gareth,Davies,Male,Con hold,Conservative hold,Conservative,Labour,73285,46125,150,4496
3503,Full results,E14001254,E12000008,Gravesham,South East,England,County,,Lauren,Sullivan,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,73094,43232,134,2712
3504,Full results,E14001255,E12000003,Great Grimsby and Cleethorpes,Yorkshire and The Humber,England,Borough,,Melanie,Onn,Female,Lab gain from Con,Labour gain from Conservative,Labour,Reform UK,76157,36619,97,4803
3505,Full results,E14001256,E12000006,Great Yarmouth,East of England,England,County,,Rupert,Lowe,Male,RUK gain from Con,Reform UK gain from Conservative,Reform UK,Labour,73317,40748,121,1426
3506,Full results,E14001257,E12000007,Greenwich and Woolwich,London,England,Borough,,Matthew,Pennycook,Male,Lab hold,Labour hold,Labour,Green Party,73073,42719,221,18366
3507,Full results,E14001258,E12000008,Guildford,South East,England,County,,Zöe,Franklin,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,70662,48294,162,8429
3508,Full results,E14001259,E12000007,Hackney North and Stoke Newington,London,England,Borough,,Diane,Abbott,Female,Lab hold,Labour hold,Labour,Green Party,77812,40959,254,15080
3509,Full results,E14001260,E12000007,Hackney South and Shoreditch,London,England,Borough,,Meg,Hillier,Female,Lab hold,Labour hold,Labour,Green Party,78277,41701,213,14737
3510,Full results,E14001261,E12000005,Halesowen,West Midlands,England,Borough,,Alex,Ballinger,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,68549,38578,142,4364
3511,Full results,E14001262,E12000003,Halifax,Yorkshire and The Humber,England,Borough,,Kate,Dearden,Female,Lab hold,Labour hold,Labour,Conservative,77516,40214,149,6269
3512,Full results,E14001263,E12000008,Hamble Valley,South East,England,County,,Paul,Holmes,Male,Con hold,Conservative hold,Conservative,Liberal Democrat,79478,54004,187,4802
3513,Full results,S14000092,S92000003,Hamilton and Clyde Valley,,Scotland,County,,Imogen,Walker,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,75480,42084,183,9472
3514,Full results,E14001264,E12000007,Hammersmith and Chiswick,London,England,Borough,,Andy,Slaughter,Male,Lab hold,Labour hold,Labour,Conservative,75860,46021,260,15290
3515,Full results,E14001265,E12000007,Hampstead and Highgate,London,England,Borough,,Tulip,Siddiq,Female,Lab hold,Labour hold,Labour,Conservative,80029,48550,238,14970
3516,Full results,E14001266,E12000004,"Harborough, Oadby and Wigston",East Midlands,England,County,,Neil,O'Brien,Male,Con hold,Conservative hold,Conservative,Labour,77075,50386,191,2378
3517,Full results,E14001267,E12000006,Harlow,East of England,England,County,,Chris,Vince,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74683,43357,117,2504
3518,Full results,E14001268,E12000006,Harpenden and Berkhamsted,East of England,England,County,,Victoria,Collins,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,72242,54336,188,10708
3519,Full results,E14001269,E12000003,Harrogate and Knaresborough,Yorkshire and The Humber,England,County,,Tom,Gordon,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,77955,52064,125,8238
3520,Full results,E14001270,E12000007,Harrow East,London,England,Borough,,Bob,Blackman,Male,Con hold,Conservative hold,Conservative,Labour,76513,47777,204,11680
3521,Full results,E14001271,E12000007,Harrow West,London,England,Borough,,Gareth,Thomas,Male,Lab hold,Labour hold,Labour,Conservative,79902,45241,150,6642
3522,Full results,E14001272,E12000001,Hartlepool,North East,England,County,,Jonathan,Brash,Male,Lab hold,Labour hold,Labour,Reform UK,71437,35511,88,7698
3523,Full results,E14001273,E12000006,Harwich and North Essex,East of England,England,County,,Bernard,Jenkin,Male,Con hold,Conservative hold,Conservative,Labour,76296,48043,195,1162
3524,Full results,E14001274,E12000008,Hastings and Rye,South East,England,County,,Helena,Dollimore,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,75939,45990,183,8653
3525,Full results,E14001275,E12000008,Havant,South East,England,Borough,,Alan,Mak,Male,Con hold,Conservative hold,Conservative,Labour,72323,42186,133,92
3526,Full results,E14001276,E12000007,Hayes and Harlington,London,England,Borough,,John,McDonnell,Male,Lab hold,Labour hold,Labour,Conservative,74405,38315,118,12031
3527,Full results,E14001277,E12000002,Hazel Grove,North West,England,County,,Lisa,Smart,Female,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Labour,72846,45998,170,6500
3528,Full results,E14001278,E12000006,Hemel Hempstead,East of England,England,County,,David,Taylor,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,71035,44108,168,4857
3529,Full results,E14001279,E12000007,Hendon,London,England,Borough,,David,Pinto-Duschinsky,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74865,41256,190,15
3530,Full results,E14001280,E12000008,Henley and Thame,South East,England,County,,Freddie,Van Mierlo,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,73749,53157,174,6267
3531,Full results,E14001281,E12000005,Hereford and South Herefordshire,West Midlands,England,County,,Jesse,Norman,Male,Con hold,Conservative hold,Conservative,Labour,72203,45572,154,1279
3532,Full results,E14001282,E12000008,Herne Bay and Sandwich,South East,England,County,,Roger,Gale,Male,Con hold,Conservative hold,Conservative,Labour,77869,48827,196,2499
3533,Full results,E14001283,E12000006,Hertford and Stortford,East of England,England,County,,Joshua Robert Abraham,Dean,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,78915,54009,203,4748
3534,Full results,E14001284,E12000006,Hertsmere,East of England,England,County,,Oliver,Dowden,Male,Con hold,Conservative hold,Conservative,Labour,73465,48007,204,7992
3535,Full results,E14001285,E12000001,Hexham,North East,England,County,,Joe,Morris,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,76431,51828,433,3713
3536,Full results,E14001286,E12000002,Heywood and Middleton North,North West,England,County,,Elsie,Blundell,Female,Lab hold,Labour hold,Labour,Reform UK,73328,37130,146,6082
3537,Full results,E14001287,E12000004,High Peak,East Midlands,England,County,,Jon,Pearce,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,74385,49206,178,7908
3538,Full results,E14001288,E12000004,Hinckley and Bosworth,East Midlands,England,County,,Luke,Evans,Male,Con hold,Conservative hold,Conservative,Liberal Democrat,76438,47799,147,5408
3539,Full results,E14001289,E12000006,Hitchin,East of England,England,County,,Alistair,Strathern,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,75877,52510,179,8109
3540,Full results,E14001290,E12000007,Holborn and St Pancras,London,England,Borough,,Keir,Starmer,Male,Lab hold,Labour hold,Labour,,71300,38602,223,11572
3541,Full results,E14001291,E12000009,Honiton and Sidmouth,South West,England,County,,Richard,Foord,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,75537,50655,137,6700
3542,Full results,E14001292,E12000007,Hornchurch and Upminster,London,England,Borough,,Julia,Lopez,Female,Con hold,Conservative hold,Conservative,Reform UK,75438,46911,125,1943
3543,Full results,E14001293,E12000007,Hornsey and Friern Barnet,London,England,Borough,,Catherine,West,Female,Lab hold,Labour hold,Labour,Green Party,69885,48642,287,21475
3544,Full results,E14001294,E12000008,Horsham,South East,England,County,,John,Milne,Male,LD gain from Con,Liberal Democrat gain from Conservative,Liberal Democrat,Conservative,79150,55499,225,2517
3545,Full results,E14001295,E12000001,Houghton and Sunderland South,North East,England,County,,Bridget,Phillipson,Female,Lab hold,Labour hold,Labour,Reform UK,78448,40032,101,7169
3546,Full results,E14001296,E12000008,Hove and Portslade,South East,England,Borough,,Peter,Kyle,Male,Lab hold,Labour hold,Labour,Green Party,74063,51909,247,19791
3547,Full results,E14001297,E12000003,Huddersfield,Yorkshire and The Humber,England,Borough,,Harpreet,Uppal,Female,Lab hold,Labour hold,Labour,Green Party,77795,40165,147,4533
3548,Full results,E14001298,E12000006,Huntingdon,East of England,England,County,,Ben,Obese-Jecty,Male,Con hold,Conservative hold,Conservative,Labour,79074,52040,194,1499
3549,Full results,E14001299,E12000002,Hyndburn,North West,England,County,,Sarah,Smith,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,67147,36374,149,1687
3550,Full results,E14001300,E12000007,Ilford North,London,England,Borough,,Wes,Streeting,Male,Lab hold,Labour hold,Labour,,78657,46888,121,528
3551,Full results,E14001301,E12000007,Ilford South,London,England,Borough,,Jas,Athwal,Male,Lab hold,Labour hold,Labour,,80993,41170,167,6894
3552,Full results,S14000093,S92000003,Inverclyde and Renfrewshire West,,Scotland,County,,Martin,McCluskey,Male,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,70126,40350,101,6371
3553,Full results,S14000094,S92000003,"Inverness, Skye and West Ross-shire",,Scotland,County,,Angus,MacDonald,Male,LD gain from SNP,Liberal Democrat gain from Scottish National Party,Liberal Democrat,Scottish National Party,77927,48056,168,2160
3554,Full results,E14001302,E12000006,Ipswich,East of England,England,Borough,,Jack,Abbott,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,75396,44071,167,7403
3555,Full results,E14001303,E12000008,Isle of Wight East,South East,England,County,,Joe,Robertson,Male,Con hold,Conservative hold,Conservative,Reform UK,55855,34078,71,3323
3556,Full results,E14001304,E12000008,Isle of Wight West,South East,England,County,,Richard,Quigley,Male,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,55406,34290,78,3177
3557,Full results,E14001305,E12000007,Islington North,London,England,Borough,,Jeremy,Corbyn,Male,IND gain from Lab,Independent gain from Labour,,Labour,72852,49006,189,7247
3558,Full results,E14001306,E12000007,Islington South and Finsbury,London,England,Borough,,Emily,Thornberry,Female,Lab hold,Labour hold,Labour,Green Party,74122,42754,235,15455
3559,Full results,E14001307,E12000001,Jarrow and Gateshead East,North East,England,Borough,,Kate,Osborne,Female,Lab hold,Labour hold,Labour,Reform UK,70272,36728,85,8964
3560,Full results,E14001308,E12000003,Keighley and Ilkley,Yorkshire and The Humber,England,County,,Robbie,Moore,Male,Con hold,Conservative hold,Conservative,Labour,74367,46186,175,1625
3561,Full results,E14001309,E12000005,Kenilworth and Southam,West Midlands,England,County,,Jeremy,Wright,Male,Con hold,Conservative hold,Conservative,Labour,74923,53320,184,6574
3562,Full results,E14001310,E12000007,Kensington and Bayswater,London,England,Borough,,Joe,Powell,Male,Lab hold,Labour hold,Labour,Conservative,77306,41908,213,2903
3563,Full results,E14001311,E12000004,Kettering,East Midlands,England,County,,Rosie,Wrighting,Female,Lab gain from Con,Labour gain from Conservative,Labour,Conservative,79360,50231,152,3820
3564,Full results,S14000110,S92000003,Kilmarnock and Loudoun,,Scotland,County,,Lillian,Jones,Female,Lab gain from SNP,Labour gain from Scottish National Party,Labour,Scottish National Party,74628,42478,134,5119
3565,Full results,E14001312,E12000007,Kingston and Surbiton,London,England,Borough,,Ed,Davey,Male,LD hold,Liberal Democrat hold,Liberal Democrat,Conservative,77353,50664,149,17235
3566,Full results,E14001313,E12000003,Kingston upon Hull East,Yorkshire and The Humber,England,Borough,,Karl,Turner,Male,Lab hold,Labour hold,Labour,Reform UK,70650,29816,88,3920
3567,Full results,E14001314,E12000003,Kingston upon Hull North and Cottingham,Yorkshire and The Humber,England,Borough,,Diana,Johnson,Female,Lab hold,Labour hold,Labour,Reform UK,75280,38228,137,10679
